account_id,amount,currency,transaction_type,status,description,transaction_date
1,62.5,USD,debit,completed,Unusual hour debit — demo night pattern,2026-03-27 03:25:00
1,3920,USD,credit,completed,Inbound ACH — payroll,2026-03-27 09:00:00
1,115.0,USD,debit,completed,Coffee and retail — baseline day 49,2026-03-27 13:05:00
1,88.0,USD,debit,completed,Coffee and retail — baseline day 50,2026-03-28 13:05:00
1,92.5,USD,debit,completed,Coffee and retail — baseline day 51,2026-03-29 13:05:00
1,97.0,USD,debit,completed,Coffee and retail — baseline day 52,2026-03-30 13:05:00
1,3980,USD,credit,completed,Inbound ACH — payroll,2026-03-31 09:00:00
1,101.5,USD,debit,completed,Coffee and retail — baseline day 53,2026-03-31 13:05:00
1,4999.99,USD,debit,completed,DEMO spike — high-value single debit,2026-03-31 15:42:00
1,106.0,USD,debit,completed,Coffee and retail — baseline day 54,2026-04-01 13:05:00
1,110.5,USD,debit,completed,Coffee and retail — baseline day 55,2026-04-02 13:05:00
